,u,i,ts,label,idx
7058,4558,10897,298575.273,0.0,7059
7059,943,16640,298595.533,0.0,7060
7060,4558,11840,298609.827,0.0,7061
7061,3466,14420,298636.32,0.0,7062
7062,5162,15408,298640.87,0.0,7063
7063,2106,12666,298643.513,0.0,7064
7064,7286,14077,298699.693,0.0,7065
7065,3466,15764,298715.983,0.0,7066
7066,2106,12662,298747.11,0.0,7067
7067,5163,16892,298763.087,0.0,7068
7068,3384,13309,298838.167,0.0,7069
7069,1262,14603,298850.113,0.0,7070
7070,1805,17595,298862.573,0.0,7071
7071,3728,10443,298872.807,0.0,7072
7072,3466,15015,298891.113,0.0,7073
7073,2106,12316,298922.75,0.0,7074
7074,3466,17569,298929.3,0.0,7075
7075,9090,15913,298986.357,0.0,7076
7076,3466,14261,299095.74,0.0,7077
7077,5827,14475,299103.14,0.0,7078
7078,7225,10621,299115.833,0.0,7079
7079,178,13577,299118.89,0.0,7080
7080,5827,14885,299120.66,0.0,7081
7081,7361,14524,299223.053,0.0,7082
7082,3466,14819,299226.113,0.0,7083
7083,7286,13969,299255.457,0.0,7084
7084,1929,13065,299272.247,0.0,7085
7085,5827,11545,299299.007,0.0,7086
7086,1550,14895,299311.23,0.0,7087
7087,1814,15585,299339.62,0.0,7088
7088,1814,14199,299397.37,0.0,7089
7089,9768,17166,299415.673,0.0,7090
7090,3466,17863,299491.47,0.0,7091
7091,8268,11768,299523.527,0.0,7092
7092,3466,17461,299551.58,0.0,7093
7093,9415,16575,299609.813,0.0,7094
7094,1805,11565,299614.67,0.0,7095
7095,7272,16177,299650.497,0.0,7096
7096,1698,12674,299677.073,0.0,7097
7097,3960,10559,299700.57,0.0,7098
7098,7240,12607,299722.15,0.0,7099
7099,6162,10560,299753.553,0.0,7100
7100,8474,10923,299756.39,0.0,7101
7101,1698,14137,299759.057,0.0,7102
7102,5649,15585,299806.093,0.0,7103
7103,7339,14936,299823.137,0.0,7104
7104,1698,12250,299849.277,0.0,7105
7105,3260,16491,299930.64,0.0,7106
7106,3466,14845,299944.28,0.0,7107
7107,1196,15916,299974.833,0.0,7108
7108,1698,10965,299999.927,0.0,7109
7109,2004,13309,300013.417,0.0,7110
7110,5861,14143,300085.723,0.0,7111
7111,4544,17159,300093.56,0.0,7112
7112,8148,11144,300125.48,0.0,7113
7113,200,17929,300135.367,0.0,7114
7114,8802,14420,300156.307,0.0,7115
7115,4544,16243,300208.77,0.0,7116
7116,200,12291,300242.58,0.0,7117
7117,8802,17251,300275.223,0.0,7118
7118,4544,16737,300317.94,0.0,7119
7119,4859,13120,300420.743,0.0,7120
7120,5752,13277,300428.38,0.0,7121
7121,6723,15815,300455.563,0.0,7122
7122,3260,16489,300468.863,0.0,7123
7123,1196,10887,300492.633,0.0,7124
7124,5649,12281,300535.793,0.0,7125
7125,6194,14824,300544.727,0.0,7126
7126,1196,15918,300666.987,0.0,7127
7127,855,15160,300771.253,0.0,7128
7128,5478,14019,300788.567,0.0,7129
7129,1196,15464,300827.667,0.0,7130
7130,4859,13101,300842.96,0.0,7131
7131,200,10560,300885.327,0.0,7132
7132,9839,11760,300921.637,0.0,7133
7133,200,15151,300931.21,0.0,7134
7134,4011,10675,300943.783,0.0,7135
7135,5478,15672,301002.703,0.0,7136
7136,943,15165,301049.567,0.0,7137
7137,3879,10622,301102.467,0.0,7138
7138,5826,10560,301147.443,0.0,7139
7139,4859,12543,301192.19,0.0,7140
7140,8859,12326,301213.2,0.0,7141
7141,4948,14532,301261.857,0.0,7142
7142,8903,11094,301293.473,0.0,7143
7143,5826,14307,301327.563,0.0,7144
7144,8273,17428,301372.867,0.0,7145
7145,6058,16113,301499.717,0.0,7146
7146,943,12658,301533.2,0.0,7147
7147,8903,11109,301546.863,0.0,7148
7148,8273,13286,301549.623,0.0,7149
7149,1723,12761,301589.257,0.0,7150
7150,8273,15850,301734.507,0.0,7151
7151,8859,10651,301745.93,0.0,7152
7152,7300,15674,301794.283,0.0,7153
7153,2470,15585,301829.327,0.0,7154
7154,3260,16490,301857.61,0.0,7155
7155,8512,15067,301860.903,0.0,7156
7156,8437,17747,301901.267,0.0,7157
7157,3466,14520,301909.833,0.0,7158
7158,5799,11681,301940.793,0.0,7159
7159,8058,11903,301972.22,0.0,7160
7160,4306,11189,301972.667,0.0,7161
7161,8903,11093,302006.453,0.0,7162
7162,8903,11117,302027.51,0.0,7163
7163,5516,10838,302041.94,0.0,7164
7164,3413,11418,302058.477,0.0,7165
7165,8859,11264,302065.547,0.0,7166
7166,8512,15076,302066.797,0.0,7167
7167,8903,11116,302097.373,0.0,7168
7168,8903,11097,302097.483,0.0,7169
7169,8903,11100,302120.063,0.0,7170
7170,4795,10560,302129.97,0.0,7171
7171,270,11894,302131.177,0.0,7172
7172,3430,17597,302135.913,0.0,7173
7173,909,13309,302138.353,0.0,7174
7174,9812,11894,302160.307,0.0,7175
7175,3466,13713,302191.757,0.0,7176
7176,2804,17836,302276.35,0.0,7177
7177,943,12447,302283.237,0.0,7178
7178,4011,10678,302305.023,0.0,7179
7179,2470,15583,302345.6,0.0,7180
7180,6290,12014,302357.247,0.0,7181
7181,3931,16144,302375.763,0.0,7182
7182,5516,16559,302393.1,0.0,7183
7183,1538,11053,302398.38,0.0,7184
7184,5516,14824,302535.447,0.0,7185
7185,4795,12038,302584.153,0.0,7186
7186,3466,14414,302584.283,0.0,7187
7187,4798,12125,302589.227,0.0,7188
7188,5516,14687,302589.303,0.0,7189
7189,3430,14833,302615.01,0.0,7190
7190,1036,11702,302617.933,0.0,7191
7191,3430,17610,302664.933,0.0,7192
7192,5553,13906,302672.58,0.0,7193
7193,5516,11768,302683.36,0.0,7194
7194,429,16998,302689.87,0.0,7195
7195,3466,14022,302721.893,0.0,7196
7196,1102,16134,302792.227,0.0,7197
7197,7339,12018,302810.777,0.0,7198
7198,2470,16220,302828.163,0.0,7199
7199,9927,15815,302855.0,0.0,7200
7200,2004,11894,302902.663,0.0,7201
7201,2301,16920,302914.937,0.0,7202
7202,8437,11983,302916.093,0.0,7203
7203,5477,14549,302921.55,0.0,7204
7204,5525,16737,302925.89,0.0,7205
7205,8903,11109,302937.997,0.0,7206
7206,8105,14307,302951.36,0.0,7207
7207,270,17280,302966.933,0.0,7208
7208,397,16379,302993.463,0.0,7209
7209,5799,14163,303011.597,0.0,7210
7210,3931,14563,303118.263,0.0,7211
7211,3957,14331,303149.26,0.0,7212
7212,7121,10887,303191.907,0.0,7213
7213,2618,12447,303197.433,0.0,7214
7214,7292,15461,303229.43,0.0,7215
7215,439,16544,303237.383,0.0,7216
7216,3957,15520,303244.56,0.0,7217
7217,2301,11081,303289.867,0.0,7218
7218,397,16504,303368.303,0.0,7219
7219,837,17346,303371.463,0.0,7220
7220,3994,16923,303376.18,0.0,7221
7221,9194,16243,303383.407,0.0,7222
7222,5985,11272,303430.38,0.0,7223
7223,3994,15464,303472.803,0.0,7224
7224,200,15585,303473.08,0.0,7225
7225,2466,15815,303501.363,0.0,7226
7226,1866,16745,303543.873,0.0,7227
7227,334,13941,303547.94,0.0,7228
7228,1866,17035,303548.017,0.0,7229
7229,9075,11362,303554.2,0.0,7230
7230,2301,16655,303562.183,0.0,7231
7231,200,12957,303583.323,0.0,7232
7232,1754,11108,303633.133,0.0,7233
7233,8085,15836,303644.337,0.0,7234
7234,5593,17937,303694.143,0.0,7235
7235,6290,12014,303780.113,0.0,7236
7236,200,13955,303799.643,0.0,7237
7237,8085,15816,303867.377,0.0,7238
7238,4944,11036,303883.9,0.0,7239
7239,7173,15393,303917.847,0.0,7240
7240,4854,14793,303999.283,0.0,7241
7241,1550,14522,304000.36,0.0,7242
7242,5295,12502,304066.863,0.0,7243
7243,7233,14382,304082.9,0.0,7244
7244,1550,14530,304130.017,0.0,7245
7245,2085,17072,304292.397,0.0,7246
7246,5778,13265,304295.917,0.0,7247
7247,7594,15673,304302.907,0.0,7248
7248,178,13517,304386.23,0.0,7249
7249,8134,13460,304393.603,0.0,7250
7250,4027,15815,304440.577,0.0,7251
7251,7059,16591,304466.77,0.0,7252
7252,5295,11214,304473.383,0.0,7253
7253,1196,13871,304556.083,0.0,7254
7254,1196,10536,304601.25,0.0,7255
7255,7326,17072,304636.01,0.0,7256
7256,5477,16147,304729.953,0.0,7257
7257,7706,16393,304762.157,0.0,7258
7258,1550,14523,304791.84,0.0,7259
7259,4754,14885,304807.683,0.0,7260
7260,7121,13577,304817.92,0.0,7261
7261,2370,14734,304876.843,0.0,7262
7262,7284,16592,304896.147,0.0,7263
7263,9075,13645,304916.997,0.0,7264
7264,6861,12046,304935.63,0.0,7265
7265,9334,16272,304978.76,0.0,7266
7266,957,10560,304991.347,0.0,7267
7267,4944,16019,305011.82,0.0,7268
7268,4130,13099,305103.537,0.0,7269
7269,3658,11760,305105.617,0.0,7270
7270,4285,15119,305112.99,0.0,7271
7271,3195,12036,305128.4,0.0,7272
7272,7284,10617,305168.943,0.0,7273
7273,1295,17243,305182.13,0.0,7274
7274,9150,11797,305187.68,0.0,7275
7275,1550,15325,305275.12,0.0,7276
7276,8162,16818,305275.857,0.0,7277
7277,8859,15585,305303.007,0.0,7278
7278,195,13671,305330.373,0.0,7279
7279,6022,12677,305392.203,0.0,7280
7280,2085,13303,305399.053,0.0,7281
7281,7778,15865,305404.93,0.0,7282
7282,8262,11053,305416.33,0.0,7283
7283,8262,15724,305422.623,0.0,7284
7284,8208,11053,305443.723,0.0,7285
7285,9543,10577,305469.143,0.0,7286
7286,6022,12831,305501.107,0.0,7287
7287,8262,15723,305524.48,0.0,7288
7288,7,12352,305539.427,0.0,7289
7289,5477,15871,305570.413,0.0,7290
7290,4004,14026,305589.233,0.0,7291
7291,5477,12033,305652.26,0.0,7292
7292,5477,10725,305678.133,0.0,7293
7293,4872,14338,305679.367,0.0,7294
7294,8903,16200,305704.463,0.0,7295
7295,5477,16503,305717.533,0.0,7296
7296,2085,16962,305723.543,0.0,7297
7297,2370,14307,305725.733,0.0,7298
7298,5477,14555,305726.07,0.0,7299
7299,1763,10994,305735.177,0.0,7300
7300,3818,13309,305735.6,0.0,7301
7301,5477,10533,305738.507,0.0,7302
7302,6916,14163,305779.77,0.0,7303
7303,5477,13637,305781.913,0.0,7304
7304,8028,17159,305798.74,0.0,7305
7305,5087,11071,305850.647,0.0,7306
7306,7,12202,305853.51,0.0,7307
7307,2719,11418,305854.44,0.0,7308
7308,6138,16544,305856.533,0.0,7309
7309,5477,14554,305858.58,0.0,7310
7310,7,12204,305867.333,0.0,7311
7311,1295,16121,305873.893,0.0,7312
7312,2129,11666,305875.94,0.0,7313
7313,3533,14457,305897.55,0.0,7314
7314,6991,11903,305916.657,0.0,7315
7315,1763,11100,305927.423,0.0,7316
7316,313,13943,305970.7,0.0,7317
7317,8153,17932,306041.847,0.0,7318
7318,5394,17233,306049.31,0.0,7319
7319,8106,16356,306049.327,0.0,7320
7320,9446,11760,306057.393,0.0,7321
7321,7,12647,306179.29,0.0,7322
7322,5611,16243,306248.073,0.0,7323
7323,6781,15004,306313.557,0.0,7324
7324,9775,11894,306327.86,0.0,7325
7325,9775,14077,306333.19,0.0,7326
7326,8783,17986,306376.03,0.0,7327
7327,4181,15397,306411.647,0.0,7328
7328,957,13263,306418.743,0.0,7329
7329,2085,11418,306469.38,0.0,7330
7330,6781,13551,306543.34,0.0,7331
7331,8973,15585,306558.043,0.0,7332
7332,1369,13265,306572.983,0.0,7333
7333,4181,14023,306612.69,0.0,7334
7334,6895,10454,306618.477,0.0,7335
7335,9193,15921,306657.643,0.0,7336
7336,7554,10218,306661.603,0.0,7337
7337,8106,11252,306675.07,0.0,7338
7338,8973,10986,306732.073,0.0,7339
7339,3213,15673,306736.24,0.0,7340
7340,3363,12289,306772.15,0.0,7341
7341,2808,11768,306788.627,0.0,7342
7342,9193,15922,306809.257,0.0,7343
7343,3037,14414,306843.54,0.0,7344
7344,1055,10870,306869.733,0.0,7345
7345,3349,12934,306873.573,0.0,7346
7346,9636,16584,306902.883,0.0,7347
7347,8153,10983,306917.13,0.0,7348
7348,3494,11658,306928.023,0.0,7349
7349,9193,13124,306935.737,0.0,7350
7350,8383,12335,306952.617,0.0,7351
7351,5588,12027,306977.123,0.0,7352
7352,7544,14274,306997.13,0.0,7353
7353,2363,17513,307019.233,0.0,7354
7354,3466,14522,307034.443,0.0,7355
7355,1587,10288,307083.5,0.0,7356
7356,1055,12135,307095.54,0.0,7357
7357,5761,16474,307124.033,0.0,7358
7358,2403,13309,307124.517,0.0,7359
7359,3424,17513,307138.67,0.0,7360
7360,5497,12664,307195.943,0.0,7361
7361,7,11994,307226.3,0.0,7362
7362,3466,14536,307256.357,0.0,7363
7363,2909,13147,307271.35,0.0,7364
7364,6234,11421,307277.45,0.0,7365
7365,2529,13669,307286.717,0.0,7366
7366,4336,12316,307310.45,0.0,7367
7367,4993,15937,307314.387,0.0,7368
7368,2645,16990,307334.54,0.0,7369
7369,2645,15130,307365.743,0.0,7370
7370,6131,13046,307369.51,0.0,7371
7371,1814,14793,307371.533,0.0,7372
7372,6916,11092,307397.513,0.0,7373
7373,1814,16086,307409.803,0.0,7374
7374,9334,11589,307453.52,0.0,7375
7375,3466,14535,307456.38,0.0,7376
7376,3901,17986,307509.627,0.0,7377
7377,1587,17597,307528.82,0.0,7378
7378,3263,12647,307580.28,0.0,7379
7379,5320,10923,307611.973,0.0,7380
7380,7046,15347,307652.673,0.0,7381
7381,5497,14807,307684.263,0.0,7382
7382,2719,10915,307701.473,0.0,7383
7383,6238,14524,307733.127,0.0,7384
7384,2719,13145,307764.703,0.0,7385
7385,3363,17870,307771.69,0.0,7386
7386,2910,10496,307782.143,0.0,7387
7387,4371,13958,307789.313,0.0,7388
7388,3466,14523,307840.91,0.0,7389
7389,943,11409,307865.197,0.0,7390
7390,313,15628,307932.86,0.0,7391
7391,8451,12316,307946.447,0.0,7392
7392,943,15574,307950.637,0.0,7393
7393,943,12108,307995.61,0.0,7394
7394,3901,12666,308016.133,0.0,7395
7395,9220,12316,308029.823,0.0,7396
7396,5455,16085,308037.077,0.0,7397
7397,2567,16840,308051.617,0.0,7398
7398,7,11357,308056.777,0.0,7399
7399,2910,10089,308085.47,0.0,7400
7400,5320,15585,308088.607,0.0,7401
7401,8142,16256,308117.213,0.0,7402
7402,7635,15585,308146.183,0.0,7403
7403,2368,12526,308168.033,0.0,7404
7404,2130,13266,308178.09,0.0,7405
7405,9027,14001,308193.037,0.0,7406
7406,5744,15393,308235.3,0.0,7407
7407,8460,14009,308276.277,0.0,7408
7408,7,12828,308284.513,0.0,7409
7409,8437,14463,308285.607,0.0,7410
7410,5255,10622,308328.263,0.0,7411
7411,943,13857,308345.603,0.0,7412
7412,1313,14483,308387.21,0.0,7413
7413,1665,14981,308389.5,0.0,7414
7414,5744,12624,308430.34,0.0,7415
7415,8795,14810,308442.943,0.0,7416
7416,1406,15303,308452.773,0.0,7417
7417,4141,14416,308455.977,0.0,7418
7418,5744,14949,308485.773,0.0,7419
7419,9057,15672,308500.51,0.0,7420
7420,2685,12289,308584.713,0.0,7421
7421,943,16545,308588.393,0.0,7422
7422,8843,15674,308613.617,0.0,7423
7423,5744,12678,308614.03,0.0,7424
7424,153,16971,308635.967,0.0,7425
7425,7882,11148,308647.5,0.0,7426
7426,7798,14549,308656.937,0.0,7427
7427,6243,14962,308694.177,0.0,7428
7428,9057,15672,308702.47,0.0,7429
7429,5744,14189,308727.537,0.0,7430
7430,2591,16681,308732.28,0.0,7431
7431,8437,11556,308746.05,0.0,7432
7432,2953,17876,308786.323,0.0,7433
7433,1406,14232,308803.477,0.0,7434
7434,2591,10923,308828.013,0.0,7435
7435,1075,10630,308857.087,0.0,7436
7436,3808,10090,308875.307,0.0,7437
7437,3533,12846,308890.293,0.0,7438
7438,3808,10728,308939.203,0.0,7439
7439,5744,11586,308965.19,0.0,7440
7440,7798,15015,308992.283,0.0,7441
7441,5744,12818,309029.243,0.0,7442
7442,1139,13309,309045.437,0.0,7443
7443,5744,15470,309058.18,0.0,7444
7444,4776,15816,309088.123,0.0,7445
7445,6459,10887,309129.427,0.0,7446
7446,5477,12649,309174.96,0.0,7447
7447,1936,15585,309188.373,0.0,7448
7448,1752,12897,309198.163,0.0,7449
7449,1936,17929,309237.947,0.0,7450
7450,1936,15583,309237.993,0.0,7451
7451,8843,12897,309238.233,0.0,7452
7452,5477,11914,309285.23,0.0,7453
7453,6017,10560,309320.0,0.0,7454
7454,5761,13266,309321.607,0.0,7455
7455,5477,16402,309326.997,0.0,7456
7456,2719,16866,309334.45,0.0,7457
7457,6996,12819,309335.437,0.0,7458
7458,1781,11948,309366.513,0.0,7459
7459,4808,13309,309372.03,0.0,7460
7460,6996,11243,309406.033,0.0,7461
7461,5285,12014,309549.09,0.0,7462
7462,8505,10105,309549.65,0.0,7463
7463,4944,12978,309573.027,0.0,7464
7464,7178,12607,309584.947,0.0,7465
7465,8785,16313,309587.103,0.0,7466
7466,2781,13309,309594.57,0.0,7467
7467,9927,15815,309611.173,0.0,7468
7468,8512,11100,309620.227,0.0,7469
7469,5194,10651,309643.79,0.0,7470
7470,6498,14523,309654.253,0.0,7471
7471,6289,15675,309684.053,0.0,7472
7472,2729,15815,309698.467,0.0,7473
7473,6498,14520,309704.817,0.0,7474
7474,9858,12307,309711.427,0.0,7475
7475,2801,10622,309742.34,0.0,7476
7476,5102,15483,309751.223,0.0,7477
7477,5054,14523,309782.16,0.0,7478
7478,6498,13103,309795.847,0.0,7479
7479,1781,13438,309824.54,0.0,7480
7480,8512,11116,309854.29,0.0,7481
7481,8217,13309,309865.987,0.0,7482
7482,5285,12897,309872.58,0.0,7483
7483,4285,12091,309939.347,0.0,7484
7484,7154,11399,309939.967,0.0,7485
7485,9927,10630,309944.99,0.0,7486
7486,5398,17464,309959.83,0.0,7487
7487,537,16220,310018.347,0.0,7488
7488,2719,12767,310049.027,0.0,7489
7489,8028,13309,310059.627,0.0,7490
7490,1781,11323,310121.75,0.0,7491
7491,990,16027,310136.583,0.0,7492
7492,990,14523,310137.61,0.0,7493
7493,5392,16872,310208.643,0.0,7494
7494,1904,12033,310234.477,0.0,7495
7495,4674,10622,310238.447,0.0,7496
7496,6289,15671,310244.92,0.0,7497
7497,8142,15431,310268.373,0.0,7498
7498,7544,14023,310285.073,0.0,7499
7499,5234,14759,310292.153,0.0,7500
7500,5132,16243,310324.137,0.0,7501
7501,4663,15846,310328.353,0.0,7502
7502,3461,14166,310329.467,0.0,7503
7503,1814,10494,310336.16,0.0,7504
7504,2941,15674,310353.907,0.0,7505
7505,2166,14074,310379.003,0.0,7506
7506,7355,14026,310393.303,0.0,7507
7507,9267,16458,310414.853,0.0,7508
7508,2173,12646,310415.193,0.0,7509
7509,6372,10560,310443.363,0.0,7510
7510,7544,14274,310469.553,0.0,7511
7511,4545,12400,310503.363,0.0,7512
7512,1060,17083,310529.047,0.0,7513
7513,2166,16412,310554.013,0.0,7514
7514,7355,15079,310579.25,0.0,7515
7515,2301,14199,310605.623,0.0,7516
7516,4285,12964,310626.493,0.0,7517
7517,5234,10661,310635.287,0.0,7518
7518,8150,12245,310660.043,0.0,7519
7519,7,13953,310671.21,0.0,7520
7520,9615,16331,310720.913,0.0,7521
7521,5234,12451,310733.07,0.0,7522
7522,7,14402,310759.143,0.0,7523
7523,8006,14163,310764.653,0.0,7524
7524,6372,14454,310764.73,0.0,7525
7525,7355,12316,310765.72,0.0,7526
7526,4663,12461,310774.377,0.0,7527
7527,8783,10051,310805.72,0.0,7528
7528,4366,14321,310808.46,0.0,7529
7529,1371,13262,310833.563,0.0,7530
7530,943,15054,310885.793,0.0,7531
7531,5282,15116,310894.18,0.0,7532
7532,4265,14538,310897.29,0.0,7533
7533,2173,15119,310921.49,0.0,7534
7534,1820,13443,310927.09,0.0,7535
7535,7,14824,311074.793,0.0,7536
7536,7,14833,311099.837,0.0,7537
7537,749,14045,311145.043,0.0,7538
7538,9795,13923,311180.257,0.0,7539
7539,7594,15674,311190.263,0.0,7540
7540,2504,14163,311240.773,0.0,7541
7541,909,10919,311241.703,0.0,7542
7542,1153,13309,311258.49,0.0,7543
7543,6082,17159,311269.607,0.0,7544
7544,4332,10560,311282.997,0.0,7545
7545,8512,12279,311294.21,0.0,7546
7546,6206,17513,311342.987,0.0,7547
7547,467,13309,311365.573,0.0,7548
7548,2374,16569,311372.66,0.0,7549
7549,8169,13576,311407.03,0.0,7550
7550,8512,17436,311409.0,0.0,7551
7551,9550,10084,311409.96,0.0,7552
7552,8169,10659,311449.167,0.0,7553
7553,1781,17453,311482.76,0.0,7554
7554,9026,11642,311504.73,0.0,7555
7555,8169,16085,311509.897,0.0,7556
7556,7272,16177,311544.91,0.0,7557
7557,9526,13955,311587.697,0.0,7558
7558,8491,17876,311612.647,0.0,7559
7559,7711,15816,311640.633,0.0,7560
7560,8491,11100,311654.72,0.0,7561
7561,6131,15583,311666.397,0.0,7562
7562,9526,17083,311695.037,0.0,7563
7563,66,15445,311710.3,0.0,7564
7564,2729,15815,311734.37,0.0,7565
7565,6138,12038,311735.033,0.0,7566
7566,1055,12553,311752.43,0.0,7567
7567,8512,17241,311753.413,0.0,7568
7568,7052,17937,311757.947,0.0,7569
7569,3213,12454,311784.07,0.0,7570
7570,9466,17321,311826.51,0.0,7571
7571,8765,16868,311844.703,0.0,7572
7572,1587,13112,311874.277,0.0,7573
7573,173,17465,311880.657,0.0,7574
7574,8169,11410,311900.82,0.0,7575
7575,9276,12309,311901.887,0.0,7576
7576,66,15439,311968.373,0.0,7577
7577,8512,11994,311970.317,0.0,7578
7578,4265,11584,311979.65,0.0,7579
7579,38,15585,311981.377,0.0,7580
7580,8169,12368,311987.787,0.0,7581
7581,8654,14549,311999.383,0.0,7582
7582,5205,12014,312059.607,0.0,7583
7583,943,12647,312073.357,0.0,7584
7584,6372,10559,312088.683,0.0,7585
7585,8841,14474,312097.24,0.0,7586
7586,7154,12833,312100.753,0.0,7587
7587,5852,14517,312108.813,0.0,7588
7588,8286,11530,312110.553,0.0,7589
7589,8083,14163,312113.11,0.0,7590
7590,1966,12316,312132.053,0.0,7591
7591,9266,13277,312152.553,0.0,7592
7592,6683,14832,312166.25,0.0,7593
7593,4993,16533,312219.6,0.0,7594
7594,66,15428,312259.177,0.0,7595
7595,3141,11074,312279.067,0.0,7596
7596,8765,14020,312299.76,0.0,7597
7597,38,15085,312308.057,0.0,7598
7598,3901,15257,312337.71,0.0,7599
7599,1016,17494,312343.003,0.0,7600
7600,3141,14254,312383.873,0.0,7601
7601,8765,13661,312463.717,0.0,7602
7602,5460,13336,312525.557,0.0,7603
7603,4011,13065,312544.37,0.0,7604
7604,6871,14540,312560.84,0.0,7605
7605,7,12613,312595.443,0.0,7606
7606,7,12634,312598.137,0.0,7607
7607,3141,11075,312620.62,0.0,7608
7608,6898,10558,312634.07,0.0,7609
7609,6310,14197,312745.477,0.0,7610
7610,5234,14141,312752.627,0.0,7611
7611,241,15729,312753.067,0.0,7612
7612,5460,12792,312777.85,0.0,7613
7613,1172,10622,312778.357,0.0,7614
7614,8871,10443,312789.853,0.0,7615
7615,4561,13309,312794.453,0.0,7616
7616,3084,10502,312813.89,0.0,7617
7617,1004,14407,312845.69,0.0,7618
7618,9446,12624,312872.147,0.0,7619
7619,5563,12454,312912.87,0.0,7620
7620,6372,12815,312920.067,0.0,7621
7621,9978,15367,312931.57,0.0,7622
7622,5234,14457,312931.633,0.0,7623
7623,8044,13105,312940.383,0.0,7624
7624,1809,12612,312963.493,0.0,7625
7625,3807,13888,312980.593,0.0,7626
7626,7459,10560,313003.937,0.0,7627
7627,1016,16410,313011.127,0.0,7628
7628,5234,10086,313080.81,0.0,7629
7629,8808,10454,313089.817,0.0,7630
7630,200,10986,313090.937,0.0,7631
7631,3133,12014,313091.967,0.0,7632
7632,3084,14806,313127.493,0.0,7633
7633,9978,10184,313155.133,0.0,7634
7634,7778,15469,313156.033,0.0,7635
7635,9446,12634,313171.077,0.0,7636
7636,263,11415,313177.877,0.0,7637
7637,4326,17083,313245.247,0.0,7638
7638,8808,16182,313260.957,0.0,7639
7639,236,12275,313275.227,0.0,7640
7640,9994,17220,313278.283,0.0,7641
7641,4754,11432,313320.987,0.0,7642
7642,8744,12666,313331.413,0.0,7643
7643,5601,13983,313356.943,0.0,7644
7644,9978,11760,313400.367,0.0,7645
7645,8437,11742,313407.68,0.0,7646
7646,7046,12585,313431.253,0.0,7647
7647,4004,14030,313449.453,0.0,7648
7648,1406,11323,313494.883,0.0,7649
7649,8808,17091,313516.73,0.0,7650
7650,6861,15269,313518.34,0.0,7651
7651,4004,11148,313527.04,0.0,7652
7652,8808,17083,313535.41,0.0,7653
7653,6861,14192,313572.913,0.0,7654
7654,2438,17203,313587.907,0.0,7655
7655,3725,10842,313596.377,0.0,7656
7656,8437,12467,313604.71,0.0,7657
7657,4305,11711,313660.483,0.0,7658
7658,4004,14186,313715.16,0.0,7659
7659,8669,17034,313744.753,0.0,7660
7660,8572,16348,313758.233,0.0,7661
7661,3025,11148,313775.18,0.0,7662
7662,8348,14993,313796.377,0.0,7663
7663,8437,12468,313810.927,0.0,7664
7664,4538,16640,313814.803,0.0,7665
7665,8437,10064,313859.757,0.0,7666
7666,3084,12984,313871.37,0.0,7667
7667,3850,11747,313893.88,0.0,7668
7668,1200,14333,313949.677,0.0,7669
7669,3422,12400,313950.223,0.0,7670
7670,3850,16315,314012.553,0.0,7671
7671,8774,14832,314027.383,0.0,7672
7672,8503,14938,314034.537,0.0,7673
7673,2182,15871,314054.4,0.0,7674
7674,7173,15166,314098.353,0.0,7675
7675,3850,12001,314115.75,0.0,7676
7676,8572,15497,314116.627,0.0,7677
7677,7173,12289,314144.123,0.0,7678
7678,9221,10734,314151.863,0.0,7679
7679,4663,12330,314152.72,0.0,7680
7680,5269,11529,314159.117,0.0,7681
7681,8704,15585,314162.73,0.0,7682
7682,2370,14603,314221.237,0.0,7683
7683,7208,14215,314229.42,0.0,7684
7684,2363,15463,314265.29,0.0,7685
7685,8223,10577,314280.497,0.0,7686
7686,7173,13917,314300.237,0.0,7687
7687,2182,14554,314323.703,0.0,7688
7688,7075,14734,314336.987,0.0,7689
7689,6436,13309,314359.26,0.0,7690
7690,4728,13031,314359.31,0.0,7691
7691,5269,16313,314364.077,0.0,7692
7692,8765,13088,314367.37,0.0,7693
7693,7173,10287,314373.637,0.0,7694
7694,8223,12819,314384.073,0.0,7695
7695,489,13309,314386.78,0.0,7696
7696,943,17475,314395.473,0.0,7697
7697,7046,10811,314418.677,0.0,7698
7698,8437,15557,314425.31,0.0,7699
7699,7459,13698,314431.827,0.0,7700
7700,4015,15461,314459.88,0.0,7701
7701,8503,10870,314480.1,0.0,7702
7702,5269,17319,314520.117,0.0,7703
7703,5320,13112,314554.24,0.0,7704
7704,313,14534,314570.927,0.0,7705
7705,5269,14062,314583.96,0.0,7706
7706,8437,12466,314632.417,0.0,7707
7707,7285,12038,314648.483,0.0,7708
7708,2363,17506,314654.313,0.0,7709
7709,1075,12122,314656.443,0.0,7710
7710,2480,17307,314662.803,0.0,7711
7711,1200,12612,314674.033,0.0,7712
7712,5118,15937,314686.887,0.0,7713
7713,8572,17436,314691.927,0.0,7714
7714,8765,16034,314721.12,0.0,7715
7715,3778,12526,314733.583,0.0,7716
7716,8669,16640,314740.557,0.0,7717
7717,7284,15740,314775.403,0.0,7718
7718,1113,13689,314822.937,0.0,7719
7719,3818,13309,314825.903,0.0,7720
7720,943,10297,314828.167,0.0,7721
7721,7753,14196,314850.823,0.0,7722
7722,2304,11313,314852.837,0.0,7723
7723,1113,17159,314892.397,0.0,7724
7724,5574,12449,314968.213,0.0,7725
7725,2952,17035,314992.977,0.0,7726
7726,2952,12999,314996.293,0.0,7727
